Date_ms;response_time_ms;rtd_no
10083;1;sip_route
10093;1;sip_route
10103;1;sip_route
10114;1;sip_route
10124;0;sip_route
10133;1;sip_route
10144;1;sip_route
10153;0;sip_route
10163;1;sip_route
10173;0;sip_route
10183;1;sip_route
10194;1;sip_route
10204;0;sip_route
10213;1;sip_route
10223;0;sip_route
10233;1;sip_route
10243;1;sip_route
10253;1;sip_route
10263;1;sip_route
10274;1;sip_route
10284;1;sip_route
10294;1;sip_route
10305;1;sip_route
10313;1;sip_route
10324;1;sip_route
10334;0;sip_route
10343;1;sip_route
10354;2;sip_route
10363;1;sip_route
10373;1;sip_route
10383;0;sip_route
10393;1;sip_route
10404;1;sip_route
10414;1;sip_route
10423;1;sip_route
10433;1;sip_route
10444;1;sip_route
10454;1;sip_route
10464;1;sip_route
10474;1;sip_route
10484;1;sip_route
10495;1;sip_route
10503;1;sip_route
10514;1;sip_route
10524;1;sip_route
10533;1;sip_route
10543;1;sip_route
10554;2;sip_route
10563;0;sip_route
10573;1;sip_route
10583;0;sip_route
10593;1;sip_route
10602;0;sip_route
10614;0;sip_route
10624;1;sip_route
10632;1;sip_route
10643;1;sip_route
10654;1;sip_route
10664;1;sip_route
10674;1;sip_route
10684;1;sip_route
10694;1;sip_route
10704;1;sip_route
10714;1;sip_route
10723;1;sip_route
10735;2;sip_route
10743;1;sip_route
10754;1;sip_route
10764;1;sip_route
10774;1;sip_route
10782;0;sip_route
10794;0;sip_route
10803;1;sip_route
10813;0;sip_route
10827;3;sip_route
10836;3;sip_route
10844;1;sip_route
10853;1;sip_route
10864;1;sip_route
10875;1;sip_route
10885;1;sip_route
10893;1;sip_route
10903;1;sip_route
10914;1;sip_route
10924;1;sip_route
10934;1;sip_route
10943;1;sip_route
10953;0;sip_route
10964;1;sip_route
10973;1;sip_route
10983;0;sip_route
10993;1;sip_route
11003;0;sip_route
11013;1;sip_route
11024;1;sip_route
11034;1;sip_route
11044;1;sip_route
11052;0;sip_route
11064;0;sip_route
11073;1;sip_route
11082;0;sip_route
11094;1;sip_route
11102;0;sip_route
11114;1;sip_route
11124;1;sip_route
11134;0;sip_route
11144;1;sip_route
11153;0;sip_route
11163;1;sip_route
11172;0;sip_route
11184;0;sip_route
11192;0;sip_route
11204;1;sip_route
11214;1;sip_route
11224;0;sip_route
11233;0;sip_route
11243;1;sip_route
11252;0;sip_route
11264;1;sip_route
11274;1;sip_route
11282;0;sip_route
11294;1;sip_route
11302;0;sip_route
11313;1;sip_route
11323;0;sip_route
11334;1;sip_route
11345;1;sip_route
11353;1;sip_route
11364;1;sip_route
11375;1;sip_route
11383;0;sip_route
11393;1;sip_route
11405;1;sip_route
11413;1;sip_route
11424;1;sip_route
11434;0;sip_route
11443;1;sip_route
11454;1;sip_route
11462;0;sip_route
11474;0;sip_route
11484;1;sip_route
11492;1;sip_route
11504;1;sip_route
11512;0;sip_route
11524;1;sip_route
11534;1;sip_route
11545;2;sip_route
11554;0;sip_route
11563;1;sip_route
11573;1;sip_route
11583;1;sip_route
11594;1;sip_route
11603;1;sip_route
11613;1;sip_route
11623;1;sip_route
11633;1;sip_route
11644;1;sip_route
11654;1;sip_route
11665;1;sip_route
11673;0;sip_route
11684;1;sip_route
11692;0;sip_route
11704;1;sip_route
11713;1;sip_route
11723;0;sip_route
11733;1;sip_route
11743;1;sip_route
11754;1;sip_route
11763;0;sip_route
11773;1;sip_route
11784;1;sip_route
11794;0;sip_route
11804;1;sip_route
11814;1;sip_route
11823;1;sip_route
11833;1;sip_route
11844;1;sip_route
11853;0;sip_route
11863;1;sip_route
11873;1;sip_route
11883;1;sip_route
11894;1;sip_route
11904;1;sip_route
11914;1;sip_route
11925;1;sip_route
11933;1;sip_route
11944;1;sip_route
11954;1;sip_route
11964;1;sip_route
11974;1;sip_route
11984;1;sip_route
11994;0;sip_route
